player_id,season,pass_attempts,complete_pass,incomplete_pass,pass_td,interception,receptions
00-0023459,2017,261.0,154.0,77.0,18.0,6.0,0.0
00-0023459,2018,647.0,372.0,221.0,25.0,2.0,0.0
00-0023459,2019,606.0,353.0,211.0,26.0,4.0,0.0
00-0023459,2020,543.0,372.0,146.0,49.0,5.0,1.0
00-0023459,2021,559.0,366.0,158.0,37.0,4.0,1.0
00-0023459,2022,575.0,350.0,178.0,27.0,12.0,0.0
00-0023459,2023,2.0,0.0,1.0,0.0,0.0,0.0
00-0030550,2013,1.0,1.0,0.0,1.0,0.0,51.0
00-0030550,2014,0.0,0.0,0.0,0.0,0.0,6.0
00-0032009,2015,0.0,0.0,0.0,0.0,0.0,27.0
00-0032009,2016,0.0,0.0,0.0,0.0,0.0,55.0
00-0032009,2017,0.0,0.0,0.0,0.0,0.0,61.0
00-0032009,2018,0.0,0.0,0.0,0.0,0.0,76.0
00-0032009,2019,0.0,0.0,0.0,0.0,0.0,37.0
00-0032009,2020,1.0,0.0,0.0,0.0,0.0,23.0
00-0032009,2021,0.0,0.0,0.0,0.0,0.0,41.0
00-0033896,2017,0.0,0.0,0.0,0.0,0.0,12.0
00-0033896,2018,0.0,0.0,0.0,0.0,0.0,5.0
00-0033896,2019,0.0,0.0,0.0,0.0,0.0,9.0
00-0033896,2020,0.0,0.0,0.0,0.0,0.0,12.0
00-0033896,2021,0.0,0.0,0.0,0.0,0.0,12.0
00-0030035,2014,0.0,0.0,0.0,0.0,0.0,8.0
00-0030035,2015,0.0,0.0,0.0,0.0,0.0,12.0
00-0030035,2016,0.0,0.0,0.0,0.0,0.0,69.0
00-0030035,2017,0.0,0.0,0.0,0.0,0.0,91.0
00-0030035,2018,0.0,0.0,0.0,0.0,0.0,113.0
00-0030035,2019,0.0,0.0,0.0,0.0,0.0,30.0
00-0030035,2020,0.0,0.0,0.0,0.0,0.0,74.0
00-0030035,2021,0.0,0.0,0.0,0.0,0.0,67.0
00-0030035,2022,0.0,0.0,0.0,0.0,0.0,70.0
00-0030035,2023,0.0,0.0,0.0,0.0,0.0,103.0
00-0036422,2020,0.0,0.0,0.0,0.0,0.0,15.0
00-0036422,2021,0.0,0.0,0.0,0.0,0.0,27.0
00-0036422,2022,0.0,0.0,0.0,0.0,0.0,18.0
00-0036422,2023,0.0,0.0,0.0,0.0,0.0,22.0
00-0025394,2012,0.0,0.0,0.0,0.0,0.0,40.0
00-0025394,2013,0.0,0.0,0.0,0.0,0.0,29.0
00-0025394,2014,0.0,0.0,0.0,0.0,0.0,2.0
00-0025394,2015,0.0,0.0,0.0,0.0,0.0,30.0
00-0025394,2016,0.0,0.0,0.0,0.0,0.0,3.0
00-0025394,2017,0.0,0.0,0.0,0.0,0.0,11.0
00-0025394,2018,0.0,0.0,0.0,0.0,0.0,20.0
00-0025394,2019,0.0,0.0,0.0,0.0,0.0,17.0
00-0025394,2020,0.0,0.0,0.0,0.0,0.0,12.0
00-0025394,2021,0.0,0.0,0.0,0.0,0.0,4.0
00-0025637,2012,0.0,0.0,0.0,0.0,0.0,23.0
00-0025637,2013,0.0,0.0,0.0,0.0,0.0,7.0
00-0025637,2014,0.0,0.0,0.0,0.0,0.0,38.0
00-0025637,2015,0.0,0.0,0.0,0.0,0.0,10.0
00-0038579,2023,367.0,213.0,122.0,12.0,7.0,0.0
00-0031743,2015,0.0,0.0,0.0,0.0,0.0,6.0
00-0031743,2016,0.0,0.0,0.0,0.0,0.0,3.0
00-0031743,2017,0.0,0.0,0.0,0.0,0.0,4.0
00-0032745,2017,0.0,0.0,0.0,0.0,0.0,5.0
00-0032745,2018,0.0,0.0,0.0,0.0,0.0,2.0
00-0036423,2020,0.0,0.0,0.0,0.0,0.0,11.0
00-0036423,2021,0.0,0.0,0.0,0.0,0.0,33.0
00-0036423,2022,0.0,0.0,0.0,0.0,0.0,10.0
00-0036423,2023,0.0,0.0,0.0,0.0,0.0,0.0
00-0030669,2014,0.0,0.0,0.0,0.0,0.0,16.0
00-0030669,2015,0.0,0.0,0.0,0.0,0.0,35.0
00-0030669,2016,0.0,0.0,0.0,0.0,0.0,31.0
00-0030669,2017,0.0,0.0,0.0,0.0,0.0,42.0
00-0030669,2018,1.0,1.0,0.0,1.0,0.0,26.0
00-0030669,2019,3.0,1.0,1.0,0.0,0.0,43.0
00-0030669,2021,2.0,0.0,1.0,0.0,0.0,25.0
00-0028116,2012,0.0,0.0,0.0,0.0,0.0,11.0
00-0028116,2013,0.0,0.0,0.0,0.0,0.0,18.0
00-0028116,2014,0.0,0.0,0.0,0.0,0.0,1.0
00-0028116,2016,0.0,0.0,0.0,0.0,0.0,20.0
00-0028116,2017,0.0,0.0,0.0,0.0,0.0,19.0
00-0028116,2018,0.0,0.0,0.0,0.0,0.0,17.0
00-0037664,2022,0.0,0.0,0.0,0.0,0.0,41.0
00-0037664,2023,0.0,0.0,0.0,0.0,0.0,32.0
00-0033296,2018,0.0,0.0,0.0,0.0,0.0,1.0
00-0033296,2020,0.0,0.0,0.0,0.0,0.0,5.0
00-0033296,2021,0.0,0.0,0.0,0.0,0.0,1.0
00-0033296,2023,0.0,0.0,0.0,0.0,0.0,3.0
00-0032426,2016,0.0,0.0,0.0,0.0,0.0,11.0
00-0032426,2017,0.0,0.0,0.0,0.0,0.0,23.0
00-0032426,2018,0.0,0.0,0.0,0.0,0.0,15.0
00-0032426,2021,0.0,0.0,0.0,0.0,0.0,9.0
00-0032864,2016,0.0,0.0,0.0,0.0,0.0,3.0
00-0032543,2016,0.0,0.0,0.0,0.0,0.0,6.0
00-0032543,2017,0.0,0.0,0.0,0.0,0.0,12.0
00-0032543,2018,0.0,0.0,0.0,0.0,0.0,20.0
00-0032543,2019,1.0,1.0,0.0,0.0,0.0,43.0
00-0032543,2020,1.0,0.0,1.0,0.0,0.0,12.0
00-0032543,2021,0.0,0.0,0.0,0.0,0.0,3.0
00-0032543,2023,0.0,0.0,0.0,0.0,0.0,16.0
00-0028034,2012,0.0,0.0,0.0,0.0,0.0,18.0
00-0028034,2013,0.0,0.0,0.0,0.0,0.0,2.0
00-0023436,2012,242.0,153.0,60.0,13.0,5.0,0.0
00-0023436,2013,543.0,308.0,189.0,23.0,7.0,1.0
00-0023436,2014,511.0,303.0,155.0,18.0,6.0,0.0
00-0023436,2015,518.0,307.0,156.0,21.0,7.0,0.0
00-0023436,2016,518.0,328.0,152.0,16.0,8.0,1.0
00-0023436,2017,540.0,341.0,158.0,26.0,5.0,0.0
00-0023436,2018,349.0,205.0,116.0,11.0,5.0,0.0
00-0023436,2020,274.0,168.0,76.0,6.0,8.0,0.0
00-0029623,2015,17.0,10.0,4.0,1.0,0.0,0.0
00-0029623,2019,1.0,1.0,0.0,0.0,0.0,0.0
00-0035104,2019,0.0,0.0,0.0,0.0,0.0,2.0
00-0034972,2019,0.0,0.0,0.0,0.0,0.0,10.0
00-0034972,2020,0.0,0.0,0.0,0.0,0.0,13.0
00-0034972,2021,0.0,0.0,0.0,0.0,0.0,32.0
00-0034972,2022,0.0,0.0,0.0,0.0,0.0,15.0
00-0034972,2023,0.0,0.0,0.0,0.0,0.0,30.0
00-0027346,2012,0.0,0.0,0.0,0.0,0.0,2.0
00-0027346,2013,0.0,0.0,0.0,0.0,0.0,10.0
00-0027346,2014,0.0,0.0,0.0,0.0,0.0,3.0
00-0031075,2014,0.0,0.0,0.0,0.0,0.0,15.0
00-0031075,2015,0.0,0.0,0.0,0.0,0.0,15.0
00-0031075,2016,0.0,0.0,0.0,0.0,0.0,12.0
00-0031075,2017,0.0,0.0,0.0,0.0,0.0,7.0
00-0031075,2018,0.0,0.0,0.0,0.0,0.0,20.0
00-0029141,2012,0.0,0.0,0.0,0.0,0.0,11.0
00-0029141,2013,0.0,0.0,0.0,0.0,0.0,9.0
00-0029141,2014,0.0,0.0,0.0,0.0,0.0,17.0
00-0029141,2015,0.0,0.0,0.0,0.0,0.0,10.0
00-0029141,2016,0.0,0.0,0.0,0.0,0.0,3.0
00-0029141,2017,0.0,0.0,0.0,0.0,0.0,7.0
00-0029141,2018,0.0,0.0,0.0,0.0,0.0,8.0
00-0029141,2019,0.0,0.0,0.0,0.0,0.0,0.0
00-0029141,2020,0.0,0.0,0.0,0.0,0.0,3.0
00-0030821,2014,0.0,0.0,0.0,0.0,0.0,51.0
00-0030821,2015,0.0,0.0,0.0,0.0,0.0,64.0
00-0030821,2016,0.0,0.0,0.0,0.0,0.0,35.0
00-0030821,2017,0.0,0.0,0.0,0.0,0.0,39.0
00-0030821,2018,0.0,0.0,0.0,0.0,0.0,20.0
00-0030821,2019,0.0,0.0,0.0,0.0,0.0,32.0
00-0034521,2018,0.0,0.0,0.0,0.0,0.0,1.0
00-0034521,2019,0.0,0.0,0.0,0.0,0.0,35.0
00-0034521,2020,0.0,0.0,0.0,0.0,0.0,33.0
00-0034521,2021,0.0,0.0,0.0,0.0,0.0,40.0
00-0034521,2022,0.0,0.0,0.0,0.0,0.0,60.0
00-0034521,2023,0.0,0.0,0.0,0.0,0.0,23.0
00-0031428,2014,0.0,0.0,0.0,0.0,0.0,48.0
00-0031428,2015,0.0,0.0,0.0,0.0,0.0,80.0
00-0031428,2016,0.0,0.0,0.0,0.0,0.0,73.0
00-0031428,2017,0.0,0.0,0.0,0.0,0.0,1.0
00-0031428,2018,0.0,0.0,0.0,0.0,0.0,55.0
00-0031428,2019,0.0,0.0,0.0,0.0,0.0,98.0
00-0031428,2020,0.0,0.0,0.0,0.0,0.0,102.0
00-0031428,2021,0.0,0.0,0.0,0.0,0.0,38.0
00-0031428,2022,0.0,0.0,0.0,0.0,0.0,33.0
00-0031428,2023,0.0,0.0,0.0,0.0,0.0,34.0
00-0029137,2012,0.0,0.0,0.0,0.0,0.0,24.0
00-0029137,2013,0.0,0.0,0.0,0.0,0.0,89.0
00-0029137,2014,0.0,0.0,0.0,0.0,0.0,85.0
00-0029137,2015,0.0,0.0,0.0,0.0,0.0,54.0
00-0029137,2016,0.0,0.0,0.0,0.0,0.0,52.0
00-0029137,2017,0.0,0.0,0.0,0.0,0.0,57.0
00-0029137,2018,0.0,0.0,0.0,0.0,0.0,65.0
00-0029137,2019,0.0,0.0,0.0,0.0,0.0,43.0
00-0029137,2020,0.0,0.0,0.0,0.0,0.0,6.0
00-0033906,2017,0.0,0.0,0.0,0.0,0.0,81.0
00-0033906,2018,0.0,0.0,0.0,0.0,0.0,81.0
00-0033906,2019,1.0,1.0,0.0,0.0,0.0,81.0
00-0033906,2020,0.0,0.0,0.0,0.0,0.0,83.0
00-0033906,2021,0.0,0.0,0.0,0.0,0.0,47.0
00-0033906,2022,0.0,0.0,0.0,0.0,0.0,57.0
00-0033906,2023,0.0,0.0,0.0,0.0,0.0,75.0
00-0033937,2017,0.0,0.0,0.0,0.0,0.0,8.0
00-0031544,2018,0.0,0.0,0.0,0.0,0.0,75.0
00-0031544,2019,0.0,0.0,0.0,0.0,0.0,79.0
00-0031544,2020,0.0,0.0,0.0,0.0,0.0,92.0
00-0031544,2021,0.0,0.0,0.0,0.0,0.0,68.0
00-0031544,2022,1.0,0.0,0.0,0.0,1.0,78.0
00-0031544,2023,0.0,0.0,0.0,0.0,0.0,72.0
00-0036991,2021,0.0,0.0,0.0,0.0,0.0,4.0
00-0036991,2022,0.0,0.0,0.0,0.0,0.0,16.0
00-0036991,2023,0.0,0.0,0.0,0.0,0.0,0.0
00-0032104,2015,0.0,0.0,0.0,0.0,0.0,25.0
00-0032104,2016,0.0,0.0,0.0,0.0,0.0,5.0
00-0032104,2017,0.0,0.0,0.0,0.0,0.0,25.0
00-0032104,2018,0.0,0.0,0.0,0.0,0.0,3.0
00-0032104,2019,0.0,0.0,0.0,0.0,0.0,15.0
00-0032104,2020,0.0,0.0,0.0,0.0,0.0,8.0
00-0032104,2021,0.0,0.0,0.0,0.0,0.0,38.0
00-0032104,2022,0.0,0.0,0.0,0.0,0.0,25.0
00-0032104,2023,0.0,0.0,0.0,0.0,0.0,19.0
00-0036963,2021,0.0,0.0,0.0,0.0,0.0,90.0
00-0036963,2022,0.0,0.0,0.0,0.0,0.0,106.0
00-0036963,2023,1.0,0.0,0.0,0.0,0.0,119.0
00-0027094,2012,0.0,0.0,0.0,0.0,0.0,12.0
00-0027094,2013,0.0,0.0,0.0,0.0,0.0,20.0
00-0026237,2012,0.0,0.0,0.0,0.0,0.0,1.0
00-0026237,2013,0.0,0.0,0.0,0.0,0.0,16.0
00-0026237,2014,0.0,0.0,0.0,0.0,0.0,5.0
00-0026237,2015,0.0,0.0,0.0,0.0,0.0,10.0
00-0030287,2013,0.0,0.0,0.0,0.0,0.0,39.0
00-0030287,2014,0.0,0.0,0.0,0.0,0.0,46.0
00-0030287,2015,0.0,0.0,0.0,0.0,0.0,15.0
00-0030287,2016,0.0,0.0,0.0,0.0,0.0,12.0
00-0030287,2017,0.0,0.0,0.0,0.0,0.0,39.0
00-0028263,2012,0.0,0.0,0.0,0.0,0.0,2.0
00-0028263,2017,0.0,0.0,0.0,0.0,0.0,13.0
00-0028263,2018,0.0,0.0,0.0,0.0,0.0,13.0
00-0022044,2012,0.0,0.0,0.0,0.0,0.0,112.0
00-0022044,2013,0.0,0.0,0.0,0.0,0.0,109.0
00-0022044,2014,0.0,0.0,0.0,0.0,0.0,85.0
00-0022044,2015,0.0,0.0,0.0,0.0,0.0,41.0
00-0022044,2016,0.0,0.0,0.0,0.0,0.0,9.0
00-0033705,2019,0.0,0.0,0.0,0.0,0.0,6.0
00-0027691,2012,0.0,0.0,0.0,0.0,0.0,64.0
00-0027691,2013,0.0,0.0,0.0,0.0,0.0,43.0
00-0027691,2014,0.0,0.0,0.0,0.0,0.0,36.0
00-0027691,2015,0.0,0.0,0.0,0.0,0.0,11.0
00-0027691,2016,0.0,0.0,0.0,0.0,0.0,14.0
00-0027691,2017,0.0,0.0,0.0,0.0,0.0,1.0
00-0027691,2018,0.0,0.0,0.0,0.0,0.0,10.0
00-0027691,2019,0.0,0.0,0.0,0.0,0.0,3.0
00-0027691,2020,0.0,0.0,0.0,0.0,0.0,4.0
00-0027691,2021,0.0,0.0,0.0,0.0,0.0,1.0
00-0031055,2014,0.0,0.0,0.0,0.0,0.0,18.0
00-0031055,2015,0.0,0.0,0.0,0.0,0.0,1.0
00-0031055,2017,0.0,0.0,0.0,0.0,0.0,0.0
00-0038619,2023,0.0,0.0,0.0,0.0,0.0,15.0
00-0029668,2012,661.0,339.0,262.0,26.0,18.0,0.0
00-0029668,2013,608.0,343.0,218.0,25.0,9.0,0.0
00-0029668,2014,645.0,380.0,220.0,44.0,16.0,0.0
00-0029668,2015,308.0,162.0,117.0,15.0,12.0,0.0
00-0029668,2016,586.0,346.0,183.0,34.0,13.0,0.0
00-0029668,2018,658.0,430.0,192.0,42.0,15.0,1.0
00-0037292,2023,0.0,0.0,0.0,0.0,0.0,9.0
00-0027973,2012,571.0,329.0,180.0,31.0,16.0,0.0
00-0027973,2013,615.0,363.0,202.0,35.0,20.0,0.0
00-0027973,2014,503.0,309.0,155.0,21.0,17.0,1.0
00-0027973,2015,406.0,255.0,124.0,26.0,7.0,0.0
00-0027973,2016,602.0,364.0,189.0,18.0,8.0,0.0
00-0027973,2017,534.0,297.0,186.0,26.0,12.0,0.0
00-0027973,2018,384.0,226.0,125.0,22.0,11.0,0.0
00-0027973,2019,560.0,314.0,193.0,19.0,14.0,1.0
00-0027973,2020,357.0,216.0,109.0,15.0,8.0,1.0
00-0027973,2021,256.0,149.0,77.0,9.0,9.0,0.0
00-0027973,2022,404.0,252.0,117.0,20.0,9.0,0.0
00-0027973,2023,61.0,34.0,24.0,2.0,0.0,0.0
00-0035527,2019,0.0,0.0,0.0,0.0,0.0,9.0
00-0035527,2020,0.0,0.0,0.0,0.0,0.0,21.0
00-0035527,2021,0.0,0.0,0.0,0.0,0.0,1.0
00-0035527,2022,0.0,0.0,0.0,0.0,0.0,2.0
00-0032707,2018,0.0,0.0,0.0,0.0,0.0,11.0
00-0022084,2012,0.0,0.0,0.0,0.0,0.0,65.0
00-0022084,2013,0.0,0.0,0.0,0.0,0.0,85.0
00-0022084,2014,1.0,0.0,1.0,0.0,0.0,83.0
00-0022084,2015,0.0,0.0,0.0,0.0,0.0,69.0
00-0022084,2016,0.0,0.0,0.0,0.0,0.0,67.0
00-0028163,2012,0.0,0.0,0.0,0.0,0.0,2.0
00-0026465,2012,0.0,0.0,0.0,0.0,0.0,3.0
00-0037175,2022,52.0,22.0,23.0,1.0,2.0,0.0
00-0027772,2012,0.0,0.0,0.0,0.0,0.0,0.0
00-0027772,2013,0.0,0.0,0.0,0.0,0.0,3.0
00-0027772,2014,0.0,0.0,0.0,0.0,0.0,8.0
00-0027772,2015,0.0,0.0,0.0,0.0,0.0,6.0
00-0024268,2012,0.0,0.0,0.0,0.0,0.0,41.0
00-0024268,2013,0.0,0.0,0.0,0.0,0.0,23.0
00-0024268,2014,0.0,0.0,0.0,0.0,0.0,25.0
00-0024268,2015,0.0,0.0,0.0,0.0,0.0,26.0
00-0024268,2016,0.0,0.0,0.0,0.0,0.0,8.0
00-0024268,2017,0.0,0.0,0.0,0.0,0.0,12.0
00-0033455,2018,0.0,0.0,0.0,0.0,0.0,19.0
00-0033455,2019,0.0,0.0,0.0,0.0,0.0,14.0
00-0033455,2020,0.0,0.0,0.0,0.0,0.0,39.0
00-0033455,2021,0.0,0.0,0.0,0.0,0.0,34.0
00-0033455,2022,0.0,0.0,0.0,0.0,0.0,9.0
00-0036336,2020,0.0,0.0,0.0,0.0,0.0,6.0
00-0036336,2021,0.0,0.0,0.0,0.0,0.0,1.0
00-0036336,2023,0.0,0.0,0.0,0.0,0.0,2.0
00-0034353,2018,1.0,1.0,0.0,0.0,0.0,33.0
00-0034353,2019,0.0,0.0,0.0,0.0,0.0,52.0
00-0034353,2020,0.0,0.0,0.0,0.0,0.0,49.0
00-0034353,2021,0.0,0.0,0.0,0.0,0.0,6.0
00-0039164,2023,93.0,50.0,33.0,3.0,1.0,0.0
00-0036999,2021,0.0,0.0,0.0,0.0,0.0,10.0
00-0036999,2022,0.0,0.0,0.0,0.0,0.0,4.0
00-0028074,2020,0.0,0.0,0.0,0.0,0.0,1.0
00-0038627,2023,0.0,0.0,0.0,0.0,0.0,1.0
00-0035126,2021,0.0,0.0,0.0,0.0,0.0,19.0
00-0026855,2012,0.0,0.0,0.0,0.0,0.0,0.0
00-0026855,2013,0.0,0.0,0.0,0.0,0.0,2.0
00-0026855,2014,0.0,0.0,0.0,0.0,0.0,13.0
00-0026855,2015,0.0,0.0,0.0,0.0,0.0,0.0
00-0026855,2016,0.0,0.0,0.0,0.0,0.0,6.0
00-0030789,2014,0.0,0.0,0.0,0.0,0.0,2.0
00-0030789,2015,1.0,1.0,0.0,1.0,0.0,21.0
00-0030789,2016,0.0,0.0,0.0,0.0,0.0,0.0
00-0027793,2012,2.0,0.0,1.0,0.0,1.0,66.0
00-0027793,2013,2.0,1.0,0.0,0.0,0.0,110.0
00-0027793,2014,2.0,2.0,0.0,1.0,0.0,129.0
00-0027793,2015,1.0,0.0,0.0,0.0,0.0,136.0
00-0027793,2016,0.0,0.0,0.0,0.0,0.0,106.0
00-0027793,2017,0.0,0.0,0.0,0.0,0.0,101.0
00-0027793,2018,1.0,0.0,1.0,0.0,0.0,104.0
00-0027793,2019,0.0,0.0,0.0,0.0,0.0,4.0
00-0027793,2020,0.0,0.0,0.0,0.0,0.0,45.0
00-0027793,2021,0.0,0.0,0.0,0.0,0.0,42.0
00-0034772,2018,0.0,0.0,0.0,0.0,0.0,43.0
00-0034772,2019,0.0,0.0,0.0,0.0,0.0,8.0
00-0034772,2020,0.0,0.0,0.0,0.0,0.0,2.0
00-0036340,2020,0.0,0.0,0.0,0.0,0.0,1.0
00-0021547,2017,0.0,0.0,0.0,0.0,0.0,30.0
00-0021547,2018,0.0,0.0,0.0,0.0,0.0,28.0
00-0036328,2020,0.0,0.0,0.0,0.0,0.0,36.0
00-0036328,2021,0.0,0.0,0.0,0.0,0.0,42.0
00-0036328,2022,0.0,0.0,0.0,0.0,0.0,46.0
00-0036328,2023,0.0,0.0,0.0,0.0,0.0,48.0
00-0036188,2020,0.0,0.0,0.0,0.0,0.0,1.0
00-0033421,2017,0.0,0.0,0.0,0.0,0.0,2.0
00-0033421,2018,0.0,0.0,0.0,0.0,0.0,7.0
00-0033421,2019,0.0,0.0,0.0,0.0,0.0,1.0
00-0033421,2020,0.0,0.0,0.0,0.0,0.0,0.0
00-0033421,2021,0.0,0.0,0.0,0.0,0.0,5.0
00-0033916,2017,0.0,0.0,0.0,0.0,0.0,6.0
00-0026796,2012,0.0,0.0,0.0,0.0,0.0,40.0
00-0026796,2013,0.0,0.0,0.0,0.0,0.0,22.0
00-0026796,2014,1.0,1.0,0.0,1.0,0.0,38.0
00-0026796,2015,0.0,0.0,0.0,0.0,0.0,22.0
00-0026796,2016,0.0,0.0,0.0,0.0,0.0,6.0
00-0028565,2012,0.0,0.0,0.0,0.0,0.0,2.0
00-0037168,2022,0.0,0.0,0.0,0.0,0.0,5.0
00-0028400,2012,0.0,0.0,0.0,0.0,0.0,24.0
00-0027654,2012,0.0,0.0,0.0,0.0,0.0,4.0
00-0027654,2016,0.0,0.0,0.0,0.0,0.0,5.0
00-0027654,2017,0.0,0.0,0.0,0.0,0.0,1.0
00-0036208,2020,0.0,0.0,0.0,0.0,0.0,0.0
00-0035021,2019,0.0,0.0,0.0,0.0,0.0,2.0
00-0035021,2020,0.0,0.0,0.0,0.0,0.0,3.0
00-0035021,2021,0.0,0.0,0.0,0.0,0.0,13.0
00-0035021,2022,0.0,0.0,0.0,0.0,0.0,15.0
00-0034686,2018,0.0,0.0,0.0,0.0,0.0,4.0
00-0034686,2019,0.0,0.0,0.0,0.0,0.0,40.0
00-0034686,2020,0.0,0.0,0.0,0.0,0.0,14.0
00-0034686,2021,0.0,0.0,0.0,0.0,0.0,3.0
00-0033382,2018,0.0,0.0,0.0,0.0,0.0,9.0
00-0033382,2019,0.0,0.0,0.0,0.0,0.0,1.0
00-0033382,2020,0.0,0.0,0.0,0.0,0.0,3.0
00-0027092,2012,0.0,0.0,0.0,0.0,0.0,1.0
00-0027092,2013,0.0,0.0,0.0,0.0,0.0,6.0
00-0028957,2015,105.0,56.0,35.0,1.0,3.0,0.0
00-0033699,2017,0.0,0.0,0.0,0.0,0.0,27.0
00-0033699,2018,0.0,0.0,0.0,0.0,0.0,39.0
00-0033699,2019,0.0,0.0,0.0,0.0,0.0,92.0
00-0033699,2020,0.0,0.0,0.0,0.0,0.0,54.0
00-0033699,2021,0.0,0.0,0.0,0.0,0.0,70.0
00-0033699,2022,0.0,0.0,0.0,0.0,0.0,107.0
00-0033699,2023,0.0,0.0,0.0,0.0,0.0,51.0
00-0032392,2016,0.0,0.0,0.0,0.0,0.0,19.0
00-0032392,2017,0.0,0.0,0.0,0.0,0.0,49.0
00-0032392,2018,0.0,0.0,0.0,0.0,0.0,71.0
00-0032392,2019,0.0,0.0,0.0,0.0,0.0,75.0
00-0032392,2020,0.0,0.0,0.0,0.0,0.0,46.0
00-0032392,2021,0.0,0.0,0.0,0.0,0.0,38.0
00-0032392,2022,0.0,0.0,0.0,0.0,0.0,41.0
00-0032392,2023,0.0,0.0,0.0,0.0,0.0,25.0
00-0035869,2020,0.0,0.0,0.0,0.0,0.0,7.0
00-0031418,2014,0.0,0.0,0.0,0.0,0.0,21.0
00-0031418,2015,0.0,0.0,0.0,0.0,0.0,21.0
00-0031418,2016,0.0,0.0,0.0,0.0,0.0,13.0
00-0031418,2017,0.0,0.0,0.0,0.0,0.0,50.0
00-0031418,2018,0.0,0.0,0.0,0.0,0.0,11.0
00-0036841,2022,0.0,0.0,0.0,0.0,0.0,2.0
00-0036841,2023,0.0,0.0,0.0,0.0,0.0,4.0
00-0033043,2017,0.0,0.0,0.0,0.0,0.0,8.0
00-0035187,2020,0.0,0.0,0.0,0.0,0.0,1.0
00-0035187,2021,0.0,0.0,0.0,0.0,0.0,2.0
00-0036950,2022,0.0,0.0,0.0,0.0,0.0,13.0
00-0038108,2022,98.0,65.0,24.0,5.0,3.0,1.0
00-0038108,2023,236.0,127.0,75.0,7.0,9.0,0.0
00-0034855,2018,515.0,310.0,159.0,29.0,14.0,0.0
00-0034855,2019,575.0,318.0,194.0,24.0,21.0,0.0
00-0034855,2020,508.0,305.0,168.0,27.0,8.0,1.0
00-0034855,2021,462.0,253.0,150.0,17.0,13.0,0.0
00-0034855,2022,371.0,201.0,125.0,11.0,8.0,0.0
